,problem_id,id,year,month,week,teacher,submission_num,exam,essay,총점,독해,논리,표현
0,20220303,2022030301,2022,3월,3주차,박소영,1,0," 우리는 성장하면서 사회의 공동체 구성원으로서 지녀야 할 ‘생명의 존엄성’, ‘다수의 행복’ 등과 같은 가치를 배우고 학습한다. 또한 시대에 따라서 가치관과 관념 등이 바뀌면서 이러한 가치들이 변화하기도 한다.
",4.0,3.0,2.0,2.0
1,20220303,2022030302,2022,3월,3주차,박소영,2,0,,3.0,2.0,2.0,2.0
2,20220303,2022030303,2022,3월,3주차,박소영,3,0,"사람들은 성장하며 자신이 경험한 내용을 바탕으로 옳은 것과 그른 것을 구분하고 옳은 행동은 습득한다. 위의 과정들은 계속 변화하고 그 시대의 믿음이나 관습에 큰 영향을 받는다.
",3.0,2.0,2.0,2.0
3,20220303,2022030304,2022,3월,3주차,김소리,4,0," 사람들은 성장하면서 다양한 선택과 가치를 간접적으로 혹은 직접적으로 배우게 된다. 이러한 과정은 우리의 믿음, 관습 등을 변화하게 만들고 우리의 합리적 가치관에 영향을 준다.
",4.0,2.0,2.0,2.0
4,20220303,2022030305,2022,3월,3주차,김소리,5,0,"우리의 가치관 형성 과정을 크게 좌우하는 믿음과 관습은 시대에 따라 변화한다. 특히 현대에 와서 이는 과학의 발전과 발견으로부터 많은 영향을 받았다.
",3.0,2.0,2.0,2.0
5,20220303,2022030306,2022,3월,3주차,김소리,6,0,"우리가 가정, 학교, 사회로부터 배우는 가치에는 그 시대의 믿음, 관습 등이 반영된다. 그리고 이러한 가치관은 그 시대에 채택된 과학 이론에 영향을 받는다.
",4.0,2.0,2.0,2.0
6,20220303,2022030307,2022,3월,3주차,김소리,7,0," 제시문에 따르면 가치를 배우는 과정에 믿음과 관습 등이 영향을 미친다고 설명한다.그러나 이러한 믿음과 관습 등은 만고불변이 아니라서 계속 변화한다.
",3.0,2.0,2.0,2.0
7,20220303,2022030308,2022,3월,3주차,김소리,8,0,"사람들은 성장하면서 가정, 학교, 사회로부터 무엇이 좋고 무엇은 좋지 않으며, 어떤 행동은 칭찬받을 만한 것이라는 것을 배운다. 때로는 실제로 좋은 일, 칭찬받을 만한 일을 봄으로써 그것들을 배우기도 한다. 우리는 그런 식으로 ‘생명의 존엄성’, ‘다수의 행복’ 등과 같은 가치를 배우는 것이다. 이 과정은 당연히 믿음, 관습 등에 크게 좌우되는데, 이런 것들은 만고불변의 것이 아니라 계속 변화한다. 예를 들어 조선시대와 현대는 분명히 서로 다른 믿음, 관습을 지니고 있다. 그런데 그처럼 조선시대와 다른 현대의 믿음, 관습에 바로 과학의 개념과 이론, 그리고 그것 들의 변화가 영향을 준 것이다. 조선시대 이후 받아들인 코페르니쿠스의 지동설이나 다윈의 진화 론, 그리고 프로이트 심리학 같은 것들이 현대 우리의 합리적 가치관에 영향을 준 것은 분명하다. 
사람들의 합리적 가치관은 일련의 과정을 통해 형성된다. 그들은 직접 경험하며 그 시대의 믿음과 관습을 습득하고,  이는 과학과 그것이 이루어낸 성과의 영향으로 계속해서 변화한다.",4.0,2.0,2.0,2.0
8,20220303,2022030309,2022,3월,3주차,김소리,9,0,"인간은 환경, 살아온 시대에 영향을 받을 수밖에 없는 존재이다. 인간은 시대가 추구하는 가치와 관습에 따라 학습하는 것이 다르다. 또한, 이념, 개념이 새로 등장할 때마다 그 시대가 추구하는 가치와 관습은 다를 수 있다.
",3.0,2.0,2.0,2.0
9,20220303,2022030310,2022,3월,3주차,김소리,10,0,,3.0,2.0,2.0,2.0
10,20220303,2022030311,2022,3월,3주차,박소영,11,0,"인간은 가치를 배운다. 이 과정에서 믿음이나 관습 등 다양한 요인이 영향을 준다. 또한 변화에 따라 상이한 가치관을 형성한다. 
",4.0,2.0,3.0,2.0
11,20220303,2022030312,2022,3월,3주차,김소리,12,0,"개인은 삶 속에서 집단과의 조우를 통해 생명 존중, 집단 효용과 같은 사회적 가치관을 학습하고 실천한다. 즉, 사회적 경험을 거듭함으로써 발달하게 되는 것이다. 이와 같은 발전의 논리는 사회에서도 발견된다. 사회는 당대 합리로 판단되는 문화를 포괄하고 있는데, 더하여 새로운 혁신이 나타난다면 이를 받아들여 나아간다.
",3.0,2.0,2.0,2.0
12,20220303,2022030313,2022,3월,3주차,김소리,13,0,"우리는 당시 믿음과 관습 속에 사회화를 거치며 가치를 습득한다.
과학의 패러다임변화는 믿음과 관습에 영향을 준다.
따라서 과학의 패러다임은 우리의 합리적 가치관에 영향을 주기 때문에 시대마다 가치가 다르다.
",3.0,2.0,2.0,2.0
13,20220303,2022030314,2022,3월,3주차,김소리,14,0,"사람이 성장하면서 배우는 가치들은 믿음, 관습 등에 의해 좌우되고, 그러한 가치는 시대가 변화하며 과학에게 영향을 받기 때문에 만고불변의 것이다.",3.0,2.0,2.0,2.0
14,20220303,2022030315,2022,3월,3주차,김소리,15,0," 과학은 사람들의 가치관에 영향을 준다. 믿음이나 관습 등의 변화에 과학이 영향을 주기 때문이다. 사람들은 이러한 믿음, 관습 등과 관련된 가치들을 여러 상황과 행동을 통해 배우게 된다. 
",4.0,2.0,2.0,2.0
15,20220303,2022030316,2022,3월,3주차,김소리,16,0," 사회화는 각 시대의 믿음, 관습 등 과학의 영향을 받아 변한다. 이 근거는 과학이 발전되지 않은 조선시대 사람들과 그와 반대된 현대시대 사람들의 가치관이 다른 것을 보면 알 수 있다.
",3.0,2.0,2.0,2.0
16,20220303,2022030317,2022,3월,3주차,김소리,17,0,"사람들은 성장하면서 옳고 그른 행동을 배우거나 목격하면서 생명의 존엄성 같은 가치를 배운다. 이 과정에서 지속적으로 변화하는 개인이나 사회의 믿음과 관습등이 중요하게 작용한다.
",3.0,2.0,2.0,2.0
17,20220303,2022030318,2022,3월,3주차,김소리,18,0,"사람들은 성장하면서 여러곳에서 어떻게 행동해야 할지 배우게된다.
이 과정은 믿음, 관습 등에 의해서 크게 좌우되는데 이는 절대적인 것이 아니다. 과거 이후에 받아들이게 된 것들이 우리의 합리적 가치관에 영향을 준다

",3.0,2.0,2.0,2.0
18,20220303,2022030319,2022,3월,3주차,김소리,19,0,"현대인의 바람직한 가치관은 보편 윤리와 과학 기술 발전의 융합으로 형성되었다. 사람들은 교육을 통한 사회화로 보편적 윤리를 학습하고 지동설, 진화론과 같은 현대 과학 이론을 수용했기 때문이다. 
",3.0,2.0,2.0,2.0
19,20220303,2022030320,2022,3월,3주차,김소리,20,0,"인간은 사회로부터 사리분별을 통한 ‘생명의 존엄성’, ‘다수의 행복’ 등의 가치를 배운다. 현대인이 조선시대와 다른 합리적 가치관을 갖게된 것은 과학의 발달이 있었기 때문이다.",4.0,2.0,2.0,2.0
20,20220303,2022030321,2022,3월,3주차,김소리,21,0," 인간은 성장 과정에서 사회화를 통해 보편의 가치를 학습한다. 이 가치는 불변의 법칙이 아닌, 시대의 흐름과 과학의 진보에 따라 변화해 온 것으로 현대의 합리적 가치관 역시 근대 과학의 영향 아래에 있다.
",5.0,3.0,3.0,2.0
21,20220303,2022030322,2022,3월,3주차,김소리,22,0,"사람들은 성장하면서 사회화 과정을 통해 ‘가치’를 배운다. 이 과정에서 믿음, 관습은 큰 영향을 미치고 계속 변화한다. 그리고 과학은 그것들은 변화시키며 합리적 가치관에 영향을 준다.
",5.0,3.0,3.0,2.0
22,20220303,2022030323,2022,3월,3주차,남동국,23,0,인간은 성장하면서 다양한 가치들을 배우게 된다. 이러한 과정은 가변적인 믿음이나 관습에 따라 달라지는데 특히 과학적 이론과 그 변화는 현대의 가치관에 영향을 끼쳐 과거와의 차이를 만들었다.,4.0,3.0,2.0,3.0
23,20220303,2022030324,2022,3월,3주차,남동국,24,0,"사람이 학습하는 가치는 믿음과 관습에 따라 변화한다. 예를 들어 과학 등 여러 학문은 조선 시대의 가치관에서 현대 우리의 합리적 가치관으로의 변화하는 데에 영향을 주었다,
",4.0,3.0,2.0,3.0
24,20220303,2022030325,2022,3월,3주차,남동국,25,0,"사람들은 성장하면서 주변의 영향을 받으며 ‘생명의 존엄성’, ‘다수의 행복’ 등과 같은 가치를 배운다. 이 과정은 믿음, 관습등에 크게 좌우되는데, 이런 것들은 계속 변화한다.
",3.0,2.0,2.0,2.0
25,20220303,2022030326,2022,3월,3주차,한수지,26,0,"사람은 성장하면서 사회로부터 좋고 좋지 않은지 배우며, 그런 식으로 가치를 배운다.
이 과정은 그 당시 믿음, 관습 등에 의해 크게 좌우되기에 불변의 것이 아니라, 계속 변화한다. 
",4.0,3.0,3.0,2.0
26,20220303,2022030327,2022,3월,3주차,박소영,27,0,,3.0,2.0,2.0,2.0
27,20220303,2022030328,2022,3월,3주차,박소영,28,0,"제시문은 사람이 사회 공동체로부터 도덕적 관점을 학습한다고 주장하고 있다. 그러나 이는 지속성을 지니지 않고 기술의 발전과 현 시대의 믿음, 관습과 같은 시대상이 더해져 유동성을 지닌다고 볼 수 있다.
",4.0,3.0,3.0,2.0
28,20220303,2022030329,2022,3월,3주차,박소영,29,0,"현대의 사람들이 옳고 그름의 합리적 가치를 습득하고 정립하는 과정은 가변성을 지닌 믿음과 관습에 의해 좌우된다. 이러한 오늘날의 믿음과 관습은 과거부터 변화해온 과학 이론에 의해 영향을 받은 것이다. 
",4.0,3.0,2.0,2.0
29,20220303,2022030330,2022,3월,3주차,박소영,30,0," 사람들은 좋고 그른 일, 칭찬받을 만한 일을 봄으로써 가치를 배운다. 이는 믿음과 관습에 좌우되고, 믿음과 관습은 과학의 영향을 받아 변화한다. 과학적 개념과 이론은 현대인들의 합리적 가치관에 영향을 줄 수 있다.",5.0,3.0,3.0,2.0
30,20220303,2022030331,2022,3월,3주차,박소영,31,0, 사람들은 사회화를 통해 가치를 형성한다. 이는 그 시대의 믿음과 관습 등에 영향을 받고 과학의 발전에 의해 변화되기도 한다. 이때 현대인의 합리적 가치관은 과학의 발전에 의해 형성된 것이다.,5.0,3.0,3.0,2.0
31,20220303,2022030332,2022,3월,3주차,박소영,32,0,"사람들은 성장하면서 주변 환경에 노출된다. 그리고 추구해야 할 가치가 무엇일지 주변 환경으로부터 배운다. 이러한 가치는 믿음과 관습이 달라짐에 따라 지속적으로 변화한다.
",4.0,3.0,2.0,2.0
32,20220303,2022030333,2022,3월,3주차,박소영,33,0,"현대 우리는 시간이 흐름에 따라 변화하는 과학의 개념과 이론에 따른 믿음, 관습의 영향을 받아 합리적 가치관을 배우고 형성한다.
",4.0,3.0,2.0,2.0
33,20220303,2022030334,2022,3월,3주차,박소영,34,0,"사람들은 가정, 학교, 사회에서 어떤 행동을 해 봄으로써 행동의 가치를 배운다. 이 과정에서 믿음과 관습 등이 과학의 개념과 이론의 변화, 인간의 합리적 가치관에 영향을 주었다. 
",4.0,2.0,2.0,3.0
34,20220303,2022030335,2022,3월,3주차,박소영,35,0,"사람들은 성장하면서 가정, 학교, 사회로부터 무엇이 옳고 그른지를 배우며 가치 있는 것은 
",4.0,3.0,3.0,2.0
35,20220303,2022030336,2022,3월,3주차,한수지,36,0,"사람들은 삶의 경험을 통해 가치를 습득한다.좋은일을 보고 습득하며 끊임없이 합리적 가치관을 만들어 간다는 것이다.즉 인간은 경험과 더불어 과학적 진리를 토대로 새로운 가치관을 만들며 살아간다.
",4.0,3.0,3.0,2.0
36,20220303,2022030337,2022,3월,3주차,박소영,37,0," 가치는 시대를 살아가는 사람들이 습득한 지식을 반영하여 변화한다. 즉, 가치란 진리가 아니며, 당대의 신념을 바탕으로 한 가설이다. 사람들은 이러한 가치를 후손에게 학습시킨다.",3.0,2.0,2.0,2.0
37,20220303,2022030338,2022,3월,3주차,박소영,38,0,"사람들은 성장 과정에서 사회화를 통해 가치를 학습한다.이때,사회화의 과정은 당대의 믿음이나 관습에 의해 지속적으로 변화한다.현대의 가치관은 과거와 달리 과학의 영향을 받았기 때문에 합리적이다.
",5.0,3.0,3.0,2.0
38,20220303,2022030339,2022,3월,3주차,박소영,39,0,"위의 제시문은 인간은 사회적 요인을 통하여 생활에 필요한 합리적 가치관을 습득하며, 합리적 가치관은 믿음, 관습 등 변화하는 사회적 요인에 따라 크게 작용된다고 주장한다.",3.0,2.0,2.0,2.0
39,20220303,2022030340,2022,3월,3주차,박소영,40,0,"람들은 성장하면서 자신을 둘러싼 환경으로부터 어떤 행동이 칭찬받을 만한 가치 있는 행동인지 학습한다. 때로는 가치 있는 일들을 직접 행동함으로써 배우기도 한다.이 과정은 개개인이 속한 믿음,관습과 같은 사회의 환경에 따라 크게 좌우되며 사회의 환경은 시간과 공간이 달라짐에 따라 끊임없이 변한다
",3.0,2.0,2.0,2.0
40,20220303,2022030341,2022,3월,3주차,박소영,41,0,"사람들은 자신을 둘러싼 사회 기관의 교육과 실제 경험을 바탕으로 도덕 가치를 학습한다. 이를 통해 형성된 가치관은 가변적인데, 이는 당시 변화하는 과학 지식 체계의 영향을 받은 것이다.
",3.0,2.0,2.0,2.0
41,20220303,2022030342,2022,3월,3주차,박소영,42,0,,3.0,2.0,2.0,2.0
42,20220303,2022030343,2022,3월,3주차,박소영,43,0,"믿음과 관습에 의해 결정되는 사회의 가치는 계속 변화한다. 
조선시대와 현대는 확연히 다른 관습을 가지고 있지만, 과학의 개념과 이론들의 변동이 지금의 합리적 가치관까지 영향을 끼치고 있다.
 
",4.0,2.0,3.0,2.0
43,20220303,2022030344,2022,3월,3주차,한수지,44,0,,4.0,3.0,3.0,2.0
44,20220303,2022030345,2022,3월,3주차,한수지,45,0,"사람들은 성장하면서 사회화를 통해 가치를 배우는 과정을 거친다.이 과정은 과학의 영향을 받아 계속 변화한다.과학은 현대 우리의 합리적 가치관에 영향을 주었다.
",4.0,3.0,3.0,2.0
45,20220303,2022030346,2022,3월,3주차,한수지,46,0,"사람들은 무엇이 좋고 나쁜지 성장하는 과정에서 배우는데, 과정은 믿음, 습관 등에 따라서 달라지므로 조선시대와 현대 사이에 외국의 이론들이 우리의 가치관에 영향을 주었다고 볼 수 있다.
",3.0,3.0,2.0,2.0
46,20220303,2022030347,2022,3월,3주차,한수지,47,0,"인간은 올바른 사회구성원으로 성장하기 위해 예의범절이나 사회적 가치와 같은 규범들을 배우는데 이러한 것들은 과거와는 다른 현대의 지식적 가치론의 변화에 영향을 받는다.
",3.0,3.0,2.0,2.0
47,20220303,2022030348,2022,3월,3주차,한수지,48,0,"우리는 살아가며 좋은 행동의 기준을 가정, 학교, 사회에서, 혹은 그것을 직접 봄으로써 배운다. 이 과정은 믿음과 관습에 좌우되는데, 이 믿음과 관습은 과학의 발전에 영향을 받는다.
",4.0,3.0,3.0,2.0
48,20220303,2022030349,2022,3월,3주차,한수지,49,0,,5.0,3.0,3.0,3.0
49,20220303,2022030350,2022,3월,3주차,한수지,50,0,"사람들은 성장하면서 좋은 일, 좋지 않은 일을 경험을 통해 배운다. 이런 것들은 믿음, 관습 등을 통해 계속 변화한다. 현대는 믿음, 관습에 과학의 개념과 이론이 있고 이것은 우리의 가치관에 영향을 준다.
",4.0,3.0,3.0,2.0
50,20220303,2022030351,2022,3월,3주차,한수지,51,0,"사람들은 사회화 과정에서 당대 믿음이나 관습에 기반한 다양한 가치들을 배운다. 믿음이나 관습은 과학의 발전에 따라 변화듯이 가치들도 변화한다. 이러한 과정에서 사람들은 합리적 가치관을 형성한다. 
",5.0,3.0,3.0,3.0
51,20220303,2022030352,2022,3월,3주차,남동국,52,0,"인간은 한 사회가 지향하는 가치를 '사회화'를 통해 습득한다. 이 사회적 가치는 그 공동체의 문화에 의해 변할 수 있으며, 문화는 과학적 이론의 발견에 의해 영향을 받는다.
",4.0,3.0,2.0,3.0
52,20220303,2022030353,2022,3월,3주차,남동국,53,0,,4.0,2.0,2.0,2.0
53,20220303,2022030354,2022,3월,3주차,남동국,54,0,,5.0,3.0,3.0,2.0
54,20220303,2022030355,2022,3월,3주차,한수지,55,0,"인간은 성장하며 사회화 과정을 겪는다. 사회화 과정에서 인간은 당대에 중요시 여겨지는 가
",,,,
55,20220303,2022030356,2022,3월,3주차,한수지,56,0,"시대의 믿음과 관습은 과학의 발전에 따라 변화한다. 사람들은 그러한 시대의 믿음과 관습으로부터 영향을 받으며, 성장하는 동안 주변으로부터 각 행동의 가치를 배운다. ",4.0,3.0,3.0,2.0
56,20220303,2022030357,2022,3월,3주차,한수지,57,0,"사람들은 성장하면서 믿음과 관습 등의 가치를 배우고 영향을 받는다. 그러나 이런 가치들은 고정불변한 것이 아니라 시대에 따라 변화하며 우리의 합리적 가치관에 영향을 미친다.
",4.0,3.0,2.0,3.0
57,20220303,2022030358,2022,3월,3주차,한수지,58,0,,3.0,3.0,2.0,2.0
58,20220303,2022030359,2022,3월,3주차,한수지,59,0," 사람들은 성장하면서 그 시대의 믿음과 관습을 바탕으로 가치를 습득한다. 이 과정 속에서 믿음과 관습은 계속해서 변화하기 때문에 우리가 합리적 가치관을 새로이 형성하는데 영향을 준다.
",5.0,3.0,3.0,2.0
