essay,score
"㉮는 인터넷과 스마트폰의 확산으로 청소년들 사이에 혐오문화가 급격하게 자리잡고 있음을 말한다. 이 때문에 혐오 표현을 즐기지 않는 아이들도 맞장구 치며 즐기게 되는 일이 허다하다는 사실을 전달한다. ㉯는 일탈 행동을 하는 사람들과 접촉하여 동화되는 것을 사회 구성원이 일탈 행동을 하게 되는 이유로 들었다. ㉰는 실험을 통해 사람은 타인과 다른 생각을 가지고 있음에도 대체로 다른 이들이 하는 것을 모방하게 된다는 것을 밝혔다. ㉯와 ㉰를 토대로 ㉮의 상황을 바라보면 주변 친구들이 혐오 표현을 사용하고, 그들에게 동화되기 때문에 확산되는 것이라고 볼 수 있다. ",4.0
"제시문 ㉮에 따르면, 아이들은 소셜 미디어에서 기하급수적으로 형성된 혐오표현을 사용한다고 말한다. 집단 내에서 혐오 표현을 동조하지 않으면 되려 반감 드는 상황이 만들어진다. 이것은 일탈 행동 폐해라고 볼 수 있다. 같은 집단에서 어떠한 행동 하나가 사회적 규범 성격이 강하지 않다고 생각되면 대 아이들처럼 거부감 표시를 하는 것도 할 수 없는 것이다. 그렇게 서로 혐오표현을 사용하는 과정에서 잘못된 행동이라도 그들 따라 맞춰 나간다. 이로써 제시문 ㉰의 실험 속에서 참가자들이 다수의 의견을 따른 것 또한 집단의 압력 때문이라고 볼 수 있다. 청소년들과 참가자들이 반대 의견을 낸다면 집단 내에서 외면 받는다. 사람들은 옳지 않은 행동이라 인지하여도 다수와 다른 의견을 내는 것이 집단에서의 잘못된 행동이라고 생각한다. ",3.0
제시문㉮는 대 교실 속에 잡힌 혐오표현 인식을 제시하고 있다. 제시문㉯에서 일탈 행동을 하는 개인이나 집단에 동화된다는 것을 알 수 있다. 제시문㉮와 같이 혐오 표현에 불편함과 상처를 받은 아이들은 혐오 표현 하는 아이들과 접촉되어 동화되는 것을 볼 수 있다. 제시문㉰는 실험자들이 자신의 선택과 다르게 다수의 의견을 따르는 심리 실험을 보여준다. 제시문㉮와 같이 학생들이 혐오 표현 사용이 잘못된 것을 알아도 다수가 혐오 표현을 사용하므로 그저 교실에서 사용되는 혐오 표현을 묻어가며 묵인하는 것을 보여준다. ,4.0
"제시문 ㉯를 바탕으로 제시문 ㉮를 보았을 때, 인터넷의 폐혜로 만들어진 혐오문화는 바람직하지 못한 것이지만 이에 맞는 명확한 규범이 없어 통제하기 어렵다는 것이다. 또한 사람들은 이러한 일탈 행동에 스며들어 주도성을 잃게된다. 이와 마찬가지로 제시문 ㉰를 바탕으로 제시문 ㉮를 보면, 혐오문화가 잘못되었다는 것을 알고있지만 반대 의견을 표출했을 때의 파장이 두려워 자신의 의견을 당당하게 내세우지 못한다는 것이다. ",3.0
"㉮는 정보화 시대의 여파로 대의 교실에 혐오문화가 팽배해진 상황을 보여준다. 이런 혐오문화는 일탈 행위로 규정할 수 있는데, 이는 사회 규범과 기대를 벗어나 사회 통합을 저해하기 때문이다. ㉯의 뒤르켐은 사회 규범의 약화나 부재가 일탈 행위를 낳는다고 보았다. 즉, 정보화 시대 속 모호해진 사회 규범이 혐오문화의 원인이다. 또한 주변의 혐오 사용은 다른 이들을 학습시켜 혐오문화를 확산시킨다. 이로 인해 혐오문화가 일상이 된 사회에서는 ㉰의 심리 실험처럼 반대 의견을 내기 힘들다. 따라서 이 문화의 피해자들은 더욱 소외된다. ",4.0
"㉮를 바탕으로 ㉯를 분석하면, 명확한 규제가 존재하지 않는 사이버 공간에서 대들이 혐오문화를 즐기고 있다. 왜냐하면 일탈행동은 접촉 과정에서 동화되기 때문에 대들도 혐오문화를 피할 수 없기 때문이다. ㉮를 바탕으로 ㉰를 분석하면, 집단 내 반대입장을 표출하는 것은 용기와 배짱을 필요로 한다. 그래서 사람들은 자신의 결정이 다른 사람들과 불일치할 때 묻어가려고 한다. 혐오문화를 부정적으로 보는 대들도 집단 내 반감을 표시하기보다는 침묵하는 경우가 많다. 혐오문화가 익숙해지는 사회 속 아이들의 상처는 잊혀진다. ",4.0
 ㉮에 따르면 교실에 혐오와 차별이 만연하다. 이를 ㉯와 ㉰를 통해 분석해보면 다음과 같다. 먼저 주도적 규범이 없거나 약화되면 일탈이 진행된다는 뒤르캠의 말처럼 ㉮의 교실에는 주도적 규범이 부재하며 이를 만들고 이끌어갈 만한 사람도 없다. 또한 차별적 교제 이론에 따르면 보통 사람들이 일탈 행위자들과의 접촉을 통해 일탈 행위자로 동화되어간다. 정상적인 학생들도 차별과 혐오를 일삼는 학생들과 같이 있다보면 그들과 동화된다는 것이다. 한편 ㉰의 실험에 따르면 소수자는 다수가 틀리다고 생각해도 이에 순응한다. 학생들도 차별과 혐오가 만연한 분위기를 반대하지 못하고 순응하는 것이다. ,4.0
㉯에게는 사회 구성원이 사회 규범을 지키지 않고 일탈 행동을 하는 사람들과의 접촉을 통해 부정적인 것에 동화가 됨을 보여준다. 이것을 바탕으로 ㉮의 상황은 대들 사이에서 다른 친구들이 차별과 혐오 표현을 하는 친구로부터 동화가 됨을 파악할 수 있다. ㉰에서는 실험에서 한 참가자가 다른 참가자들과 반대되는 행동을 보였을 시에 심한 불안감을 느낌을 알 수 있다. 이것을 바탕을 ㉮의 상황은 청소년들이 학교라는 또 하나의 사회에서 불편함을 감수하더라도 또래 집단 영역 안에 속해 있으려 함으로 파악할 수 있다. ,4.0
" ㉮의 혐오문화는 ㉯의 일탈 행동과 연관된다. 차별과 혐오의 유희화는 일탈 행동과 연관되는 것으로 우리 사회에서 주도적 사회규범이 약화, 부재하는 현상과 연결될 수 있다. 또한 교실 내에서 또래 사이의 접촉을 통해 차별과 혐오가 확산되는 현상은 차별 교제 이론과 연결된다. ㉰에서 개인이 집단과 다른 의견을 내는 것에 부담을 느끼는 심리 실험은 불편함과 거부감을 느끼면서도 학생들이 적극적으로 대응하지 못하는 현상과 연결된다. 이는 자신만이 다른 의견을 내는 것에 부담을 느끼기 때문이다. ",5.0
"㉯의 일탈 행동을 바탕으로 분석하면, 혐오를 조장하는 아이들은 일탈 행동을 하는 아이들이다. 이에 동조하는 아이들과 불편을 호소하는 아이들로 나누어져 학교라는 작은 사회의 통합과 존속을 저해한다. 혐오문화를 보이는 아이들과 접촉하고 동화되어 혐오문화에 동조하는 아이들도 있다. 다음으로, ㉰의 심리 실험의 결과로 분석하면, 사람들은 다수의 사람들과 반대 의견을 가지고 있을 때 자신의 의견을 드러내는 것을 쉽게 하지 못한다. 이러한 이유로 혐오문화에 대해 불편함을 호소하고 있는 아이들은 동조하는 다수의 아이들에게 자신들의 의견을 말하지 못하고 있다. ",4.0
